Time,AUSTIN,BOULDER
2020-01-29 09:30:00+00:00,,
2020-01-29 09:35:00+00:00,,
2020-01-29 09:40:00+00:00,,
2020-01-29 09:45:00+00:00,,
2020-01-29 09:50:00+00:00,,
2020-01-29 09:55:00+00:00,,
2020-01-29 10:00:00+00:00,,
2020-01-29 10:05:00+00:00,,
2020-01-29 10:10:00+00:00,,
2020-01-29 10:15:00+00:00,,
2020-01-29 10:25:00+00:00,,
2020-01-29 10:30:00+00:00,,
2020-01-29 10:35:00+00:00,,
2020-01-29 10:40:00+00:00,,
2020-01-29 10:45:00+00:00,,
2020-01-29 10:50:00+00:00,,
2020-01-29 10:55:00+00:00,,
2020-01-29 11:00:00+00:00,,
2020-01-29 11:05:00+00:00,,
2020-01-29 11:10:00+00:00,,
2020-01-29 11:20:00+00:00,,
2020-01-29 11:25:00+00:00,,
2020-01-29 11:30:00+00:00,,
2020-01-29 11:35:00+00:00,,
2020-01-29 11:40:00+00:00,,
2020-01-29 11:45:00+00:00,,
2020-01-29 11:50:00+00:00,,
2020-01-29 11:55:00+00:00,,
2020-01-29 12:00:00+00:00,,
2020-01-29 12:05:00+00:00,,
2020-01-29 12:10:00+00:00,,
2020-01-29 12:15:00+00:00,,
2020-01-29 12:20:00+00:00,,
2020-01-29 12:25:00+00:00,,
2020-01-29 12:30:00+00:00,,
2020-01-29 12:35:00+00:00,,
2020-01-29 12:40:00+00:00,,
2020-01-29 12:45:00+00:00,,
2020-01-29 12:50:00+00:00,,
2020-01-29 12:55:00+00:00,,
2020-01-29 13:00:00+00:00,,
2020-01-29 13:05:00+00:00,,
2020-01-29 13:10:00+00:00,,
2020-01-29 13:20:00+00:00,,
2020-01-29 13:25:00+00:00,,
2020-01-29 13:30:00+00:00,,
2020-01-29 13:35:00+00:00,,
2020-01-29 13:40:00+00:00,,
2020-01-29 13:45:00+00:00,,
2020-01-29 13:50:00+00:00,,
2020-01-29 13:55:00+00:00,,
2020-01-29 14:00:00+00:00,,
2020-01-29 14:05:00+00:00,,
2020-01-29 14:10:00+00:00,,
2020-01-29 14:15:00+00:00,,
2020-01-29 14:20:00+00:00,,
2020-01-29 14:25:00+00:00,,
2020-01-29 14:30:00+00:00,,
2020-01-29 14:35:00+00:00,,
2020-01-29 14:40:00+00:00,,
2020-01-29 14:45:00+00:00,,
2020-01-29 14:50:00+00:00,,
2020-01-29 14:55:00+00:00,,
2020-01-29 15:00:00+00:00,,
2020-01-29 15:05:00+00:00,,
2020-01-29 15:10:00+00:00,,
2020-01-29 15:15:00+00:00,,
2020-01-29 15:20:00+00:00,,
2020-01-29 15:25:00+00:00,,
2020-01-29 15:30:00+00:00,,
2020-01-29 15:35:00+00:00,,
2020-01-29 15:40:00+00:00,,
2020-01-29 15:45:00+00:00,,
2020-01-29 15:50:00+00:00,,
2020-01-29 15:55:00+00:00,,
2020-01-29 16:00:00+00:00,,
2020-01-29 16:05:00+00:00,,
2020-01-29 16:10:00+00:00,,
2020-01-29 16:15:00+00:00,,
2020-01-29 16:20:00+00:00,,
2020-01-29 16:25:00+00:00,,
2020-01-29 16:30:00+00:00,,
2020-01-29 16:35:00+00:00,,
2020-01-29 16:40:00+00:00,,
2020-01-29 16:45:00+00:00,,
2020-01-29 16:50:00+00:00,,
2020-01-29 16:55:00+00:00,,
2020-01-29 17:00:00+00:00,,
2020-01-29 17:05:00+00:00,,
2020-01-29 17:10:00+00:00,,
2020-01-29 17:15:00+00:00,,
2020-01-29 17:20:00+00:00,,
2020-01-29 17:25:00+00:00,,
2020-01-29 17:30:00+00:00,,
2020-01-29 17:35:00+00:00,,
2020-01-29 17:40:00+00:00,,
2020-01-29 17:45:00+00:00,,
2020-01-29 17:50:00+00:00,,
2020-01-29 17:55:00+00:00,,
2020-01-29 18:00:00+00:00,,
2020-01-29 18:05:00+00:00,,
2020-01-29 18:10:00+00:00,,
2020-01-29 18:15:00+00:00,,
2020-01-29 18:20:00+00:00,,
2020-01-29 18:25:00+00:00,,
2020-01-29 18:35:00+00:00,,
2020-01-29 18:40:00+00:00,,
2020-01-29 18:45:00+00:00,,
2020-01-29 18:50:00+00:00,,
2020-01-29 18:55:00+00:00,,
2020-01-29 19:00:00+00:00,,
2020-01-29 19:05:00+00:00,,
2020-01-29 19:10:00+00:00,,
2020-01-29 19:15:00+00:00,,
2020-01-29 19:20:00+00:00,,
2020-01-29 19:25:00+00:00,,
2020-01-29 19:30:00+00:00,,
2020-01-29 19:35:00+00:00,,
2020-01-29 19:40:00+00:00,,
2020-01-29 19:45:00+00:00,,
2020-01-29 19:50:00+00:00,,
2020-01-29 19:55:00+00:00,,
2020-01-29 20:00:00+00:00,,
2020-01-29 20:05:00+00:00,,
2020-01-29 20:10:00+00:00,,
2020-01-29 20:20:00+00:00,,
2020-01-29 20:25:00+00:00,,
2020-01-29 20:30:00+00:00,,
2020-01-29 20:35:00+00:00,,
2020-01-29 20:40:00+00:00,,
2020-01-29 20:45:00+00:00,,
2020-01-29 20:50:00+00:00,,
2020-01-29 20:55:00+00:00,,
2020-01-29 21:00:00+00:00,,
2020-01-29 21:05:00+00:00,,
2020-01-29 21:10:00+00:00,,
2020-01-29 21:15:00+00:00,,
2020-01-29 21:20:00+00:00,,
2020-01-29 21:25:00+00:00,,
2020-01-29 21:30:00+00:00,,
2020-01-29 21:35:00+00:00,,
2020-01-29 21:40:00+00:00,,
2020-01-29 21:45:00+00:00,,
2020-01-29 21:50:00+00:00,,
2020-01-29 21:55:00+00:00,,
2020-01-29 22:00:00+00:00,,
2020-01-29 22:05:00+00:00,,
2020-01-29 22:10:00+00:00,,
2020-01-29 22:15:00+00:00,,
2020-01-29 22:20:00+00:00,,
2020-01-29 22:25:00+00:00,,
2020-01-29 22:30:00+00:00,,
2020-01-29 22:35:00+00:00,,
2020-01-29 22:40:00+00:00,,
2020-01-29 22:45:00+00:00,,
2020-01-29 22:50:00+00:00,,
2020-01-29 22:55:00+00:00,,
2020-01-29 23:00:00+00:00,,
2020-01-29 23:05:00+00:00,,
2020-01-29 23:10:00+00:00,,
2020-01-29 23:15:00+00:00,,
2020-01-29 23:20:00+00:00,,
2020-01-29 23:25:00+00:00,,
2020-01-29 23:30:00+00:00,,
2020-01-29 23:35:00+00:00,,
2020-01-29 23:40:00+00:00,,
2020-01-29 23:45:00+00:00,,
2020-01-29 23:50:00+00:00,,
2020-01-29 23:55:00+00:00,,
2020-01-30 00:00:00+00:00,,
2020-01-29 00:00:05+00:00,256.8,213.6
2020-01-29 00:05:05+00:00,231.8,202.8
2020-01-29 00:10:05+00:00,263.5,216.5
2020-01-29 00:15:05+00:00,281.8,212.3
2020-01-29 00:20:05+00:00,239.5,222.8
2020-01-29 00:25:05+00:00,239.5,226.3
2020-01-29 00:30:05+00:00,272.1,246.8
2020-01-29 00:35:05+00:00,271.0,239.4
2020-01-29 00:40:05+00:00,265.5,232.0
2020-01-29 00:45:05+00:00,243.4,282.3
2020-01-29 00:50:05+00:00,232.6,248.7
2020-01-29 00:55:05+00:00,236.0,242.1
2020-01-29 01:00:05+00:00,223.4,258.3
2020-01-29 01:05:05+00:00,222.6,302.8
2020-01-29 01:10:05+00:00,215.6,267.6
2020-01-29 01:15:05+00:00,216.0,259.9
2020-01-29 01:20:05+00:00,216.0,258.7
2020-01-29 01:25:05+00:00,216.0,256.7
2020-01-29 01:30:05+00:00,229.0,258.4
2020-01-29 01:35:05+00:00,230.2,265.8
2020-01-29 01:40:05+00:00,291.0,265.1
2020-01-29 01:50:05+00:00,302.8,246.1
2020-01-29 01:55:05+00:00,320.0,256.7
2020-01-29 02:05:05+00:00,275.0,246.8
2020-01-29 02:10:05+00:00,290.4,250.8
2020-01-29 02:15:05+00:00,272.3,283.5
2020-01-29 02:20:05+00:00,267.0,266.8
2020-01-29 02:25:05+00:00,274.1,266.1
2020-01-29 02:30:05+00:00,327.3,275.2
2020-01-29 02:35:05+00:00,312.8,285.1
2020-01-29 02:40:05+00:00,328.1,298.9
2020-01-29 02:45:05+00:00,297.4,294.6
2020-01-29 02:50:05+00:00,297.9,258.2
2020-01-29 02:55:05+00:00,301.9,289.9
2020-01-29 03:00:05+00:00,258.4,294.3
2020-01-29 03:05:05+00:00,262.2,278.5
2020-01-29 03:10:05+00:00,274.7,263.3
2020-01-29 03:15:05+00:00,263.5,258.0
2020-01-29 03:20:05+00:00,302.8,256.3
2020-01-29 03:25:05+00:00,271.7,254.4
2020-01-29 03:30:05+00:00,335.0,289.0
2020-01-29 03:35:05+00:00,304.4,271.6
2020-01-29 03:40:05+00:00,286.8,270.1
2020-01-29 03:45:05+00:00,349.2,271.3
2020-01-29 03:50:05+00:00,329.0,264.8
2020-01-29 03:55:05+00:00,313.9,262.0
2020-01-29 04:00:05+00:00,309.6,261.4
2020-01-29 04:05:05+00:00,318.9,252.7
2020-01-29 04:10:05+00:00,311.5,255.4
2020-01-29 04:15:05+00:00,307.3,246.7
2020-01-29 04:20:05+00:00,296.6,252.8
2020-01-29 04:25:05+00:00,286.8,253.9
2020-01-29 04:30:05+00:00,280.3,236.0
2020-01-29 04:35:05+00:00,269.3,245.4
2020-01-29 04:40:05+00:00,268.4,280.6
2020-01-29 04:45:05+00:00,272.6,261.8
2020-01-29 04:50:05+00:00,256.7,252.2
2020-01-29 04:55:05+00:00,252.1,265.7
2020-01-29 05:00:05+00:00,245.1,275.3
2020-01-29 05:05:05+00:00,266.9,276.1
2020-01-29 05:10:05+00:00,232.2,266.1
2020-01-29 05:15:05+00:00,262.4,260.5
2020-01-29 05:20:05+00:00,275.5,255.4
2020-01-29 05:25:05+00:00,273.2,255.7
2020-01-29 05:30:05+00:00,263.3,270.7
2020-01-29 05:35:05+00:00,294.5,265.7
2020-01-29 05:40:05+00:00,291.2,301.4
2020-01-29 05:45:05+00:00,302.9,311.8
2020-01-29 05:50:05+00:00,279.2,304.6
2020-01-29 05:55:05+00:00,308.9,301.9
2020-01-29 06:00:05+00:00,292.9,289.6
2020-01-29 06:05:05+00:00,292.8,287.0
2020-01-29 06:10:05+00:00,306.9,297.9
2020-01-29 06:15:05+00:00,313.2,292.7
2020-01-29 06:20:05+00:00,289.4,306.5
2020-01-29 06:25:05+00:00,321.6,295.3
2020-01-29 06:30:05+00:00,306.4,276.8
2020-01-29 06:35:05+00:00,289.4,290.8
2020-01-29 06:40:05+00:00,316.6,273.9
2020-01-29 06:45:05+00:00,295.7,281.2
2020-01-29 06:50:05+00:00,295.1,286.3
2020-01-29 06:55:05+00:00,284.4,269.4
2020-01-29 07:00:05+00:00,283.3,280.4
2020-01-29 07:05:05+00:00,286.8,258.9
2020-01-29 07:10:05+00:00,319.2,267.1
2020-01-29 07:15:05+00:00,311.8,274.7
2020-01-29 07:20:05+00:00,278.5,269.9
2020-01-29 07:25:05+00:00,265.6,271.0
2020-01-29 07:30:05+00:00,273.9,285.6
2020-01-29 07:35:05+00:00,286.7,295.3
2020-01-29 07:40:05+00:00,316.6,284.3
2020-01-29 07:45:05+00:00,302.4,293.0
2020-01-29 07:50:05+00:00,287.0,287.9
2020-01-29 07:55:05+00:00,269.9,292.4
2020-01-29 08:00:05+00:00,306.5,290.8
2020-01-29 08:05:05+00:00,286.4,293.6
2020-01-29 08:10:05+00:00,305.1,281.3
2020-01-29 08:15:05+00:00,298.0,304.1
2020-01-29 08:20:05+00:00,295.0,297.5
2020-01-29 08:25:05+00:00,303.8,301.1
2020-01-29 08:30:05+00:00,289.8,307.2
2020-01-29 08:35:05+00:00,295.9,302.5
2020-01-29 08:40:05+00:00,292.4,310.1
2020-01-29 08:45:05+00:00,314.8,314.4
2020-01-29 08:50:05+00:00,285.5,291.4
2020-01-29 08:55:05+00:00,299.7,297.0
2020-01-29 09:00:05+00:00,299.6,294.0
2020-01-29 09:05:05+00:00,291.7,300.1
2020-01-29 09:10:05+00:00,284.9,293.9
2020-01-29 09:15:05+00:00,289.0,290.2
2020-01-29 09:20:05+00:00,281.1,283.8
2020-01-29 09:25:05+00:00,263.9,280.8
2020-01-29 09:30:05+00:00,269.2,284.0
2020-01-29 09:35:05+00:00,273.7,289.5
2020-01-29 09:40:05+00:00,268.9,285.6
2020-01-29 09:45:05+00:00,269.7,289.4
2020-01-29 09:50:05+00:00,287.6,288.5
2020-01-29 09:55:05+00:00,288.3,285.3
2020-01-29 10:00:05+00:00,299.1,278.8
2020-01-29 10:05:05+00:00,276.4,280.8
2020-01-29 10:10:05+00:00,279.0,287.0
2020-01-29 10:15:05+00:00,264.8,286.6
2020-01-29 10:20:05+00:00,257.1,281.5
2020-01-29 10:25:05+00:00,273.7,288.2
2020-01-29 10:30:05+00:00,251.9,286.4
2020-01-29 10:35:05+00:00,247.0,286.9
2020-01-29 10:40:05+00:00,244.6,283.2
2020-01-29 10:45:05+00:00,228.3,262.2
2020-01-29 10:50:05+00:00,250.5,281.6
2020-01-29 10:55:05+00:00,256.3,259.6
2020-01-29 11:00:05+00:00,263.5,280.8
2020-01-29 11:05:05+00:00,287.6,284.3
2020-01-29 11:10:05+00:00,274.2,289.4
2020-01-29 11:15:05+00:00,280.6,283.9
2020-01-29 11:20:05+00:00,275.0,290.9
2020-01-29 11:25:05+00:00,291.5,286.0
2020-01-29 11:30:05+00:00,285.4,255.5
2020-01-29 11:35:05+00:00,310.7,288.5
2020-01-29 11:40:05+00:00,314.3,276.0
2020-01-29 11:45:05+00:00,288.3,294.4
2020-01-29 11:50:05+00:00,280.4,294.4
2020-01-29 11:55:05+00:00,318.0,285.0
2020-01-29 12:00:05+00:00,294.1,292.0
2020-01-29 12:05:05+00:00,272.5,278.2
2020-01-29 12:10:05+00:00,269.2,274.3
2020-01-29 12:15:05+00:00,273.8,283.0
2020-01-29 12:20:05+00:00,268.3,279.7
2020-01-29 12:25:05+00:00,267.0,279.5
2020-01-29 12:30:05+00:00,262.4,282.3
2020-01-29 12:35:05+00:00,258.7,299.0
2020-01-29 12:40:05+00:00,292.3,296.6
2020-01-29 12:45:05+00:00,251.3,288.3
2020-01-29 12:50:05+00:00,270.3,293.5
2020-01-29 12:55:05+00:00,268.3,283.1
2020-01-29 13:00:05+00:00,235.3,264.7
2020-01-29 13:05:05+00:00,242.5,269.5
2020-01-29 13:10:05+00:00,274.4,257.6
2020-01-29 13:15:05+00:00,235.6,260.0
2020-01-29 13:20:05+00:00,231.0,266.9
2020-01-29 13:25:05+00:00,244.4,261.6
2020-01-29 13:30:05+00:00,225.3,261.9
2020-01-29 13:35:05+00:00,234.2,267.3
2020-01-29 13:40:05+00:00,211.2,276.2
2020-01-29 13:45:05+00:00,212.9,259.1
2020-01-29 13:50:05+00:00,211.6,241.8
2020-01-29 13:55:05+00:00,212.3,241.2
2020-01-29 14:00:05+00:00,216.5,247.7
2020-01-29 14:05:05+00:00,215.9,231.7
2020-01-29 14:10:05+00:00,218.4,230.3
2020-01-29 14:15:05+00:00,213.5,227.7
2020-01-29 14:20:05+00:00,209.7,218.4
2020-01-29 14:25:05+00:00,201.1,221.3
2020-01-29 14:30:05+00:00,205.1,212.6
2020-01-29 14:35:05+00:00,201.0,207.1
2020-01-29 14:40:05+00:00,206.0,210.6
2020-01-29 14:45:05+00:00,192.8,208.7
2020-01-29 14:50:05+00:00,196.9,
2020-01-29 14:55:05+00:00,223.7,193.3
2020-01-29 15:00:05+00:00,243.4,199.1
2020-01-29 15:05:05+00:00,206.0,199.0
2020-01-29 15:10:05+00:00,205.4,190.8
2020-01-29 15:15:05+00:00,252.7,188.5
2020-01-29 15:20:05+00:00,242.7,190.8
2020-01-29 15:25:05+00:00,213.5,202.5
2020-01-29 15:30:05+00:00,221.0,199.8
2020-01-29 15:35:05+00:00,241.5,197.9
2020-01-29 15:40:05+00:00,234.9,346.5
2020-01-29 15:45:05+00:00,211.8,222.2
2020-01-29 15:50:05+00:00,200.5,218.8
2020-01-29 15:55:05+00:00,195.7,210.0
2020-01-29 16:00:05+00:00,194.8,209.9
2020-01-29 16:05:05+00:00,196.9,200.3
2020-01-29 16:10:05+00:00,222.6,196.4
2020-01-29 16:15:05+00:00,219.4,
2020-01-29 16:20:05+00:00,194.1,221.1
2020-01-29 16:25:05+00:00,202.1,198.8
2020-01-29 16:30:05+00:00,199.5,209.0
2020-01-29 16:35:05+00:00,207.7,206.3
2020-01-29 16:40:05+00:00,192.7,204.6
2020-01-29 16:45:05+00:00,224.2,226.3
2020-01-29 16:50:05+00:00,193.9,228.1
2020-01-29 16:55:05+00:00,207.9,204.8
2020-01-29 17:00:05+00:00,198.2,214.1
2020-01-29 17:05:05+00:00,202.4,202.2
2020-01-29 17:10:05+00:00,207.3,209.9
2020-01-29 17:15:05+00:00,216.5,221.5
2020-01-29 17:20:05+00:00,220.9,218.2
2020-01-29 17:25:05+00:00,205.2,216.6
2020-01-29 17:30:05+00:00,199.7,210.3
2020-01-29 17:35:05+00:00,222.5,229.4
2020-01-29 17:40:05+00:00,215.1,225.8
2020-01-29 17:45:05+00:00,252.7,222.1
2020-01-29 17:50:05+00:00,241.0,235.2
2020-01-29 17:55:05+00:00,235.7,221.7
2020-01-29 18:00:05+00:00,243.2,238.3
2020-01-29 18:05:05+00:00,211.8,233.8
2020-01-29 18:10:05+00:00,212.9,249.9
2020-01-29 18:15:05+00:00,192.6,240.4
2020-01-29 18:20:05+00:00,240.8,241.6
2020-01-29 18:25:05+00:00,228.2,241.8
2020-01-29 18:30:05+00:00,250.4,239.8
2020-01-29 18:35:05+00:00,224.1,233.4
2020-01-29 18:40:05+00:00,230.0,228.8
2020-01-29 18:45:05+00:00,251.0,223.8
2020-01-29 18:50:05+00:00,255.1,235.1
2020-01-29 18:55:05+00:00,319.3,234.1
2020-01-29 19:00:05+00:00,229.9,247.4
2020-01-29 19:05:05+00:00,241.5,242.1
2020-01-29 19:10:05+00:00,276.8,241.9
2020-01-29 19:15:05+00:00,233.8,248.8
2020-01-29 19:20:05+00:00,231.3,233.4
2020-01-29 19:25:05+00:00,252.6,233.6
2020-01-29 19:30:05+00:00,236.7,226.6
2020-01-29 19:35:05+00:00,235.1,240.8
2020-01-29 19:40:05+00:00,251.1,237.4
2020-01-29 19:45:05+00:00,235.2,232.7
2020-01-29 19:50:05+00:00,253.6,232.7
2020-01-29 19:55:05+00:00,237.1,236.3
2020-01-29 20:00:05+00:00,235.7,230.0
2020-01-29 20:05:05+00:00,237.2,232.5
2020-01-29 20:10:05+00:00,261.8,240.4
2020-01-29 20:15:05+00:00,269.8,233.0
2020-01-29 20:20:05+00:00,253.4,218.2
2020-01-29 20:25:05+00:00,258.0,240.5
2020-01-29 20:30:05+00:00,242.1,226.2
2020-01-29 20:35:05+00:00,227.9,227.2
2020-01-29 20:40:05+00:00,243.3,225.6
2020-01-29 20:45:05+00:00,227.6,235.5
2020-01-29 20:50:05+00:00,215.2,224.8
2020-01-29 20:55:05+00:00,247.2,232.0
2020-01-29 21:00:05+00:00,245.4,224.8
2020-01-29 21:05:05+00:00,230.1,214.5
2020-01-29 21:10:05+00:00,227.8,234.1
2020-01-29 21:15:05+00:00,265.5,210.7
2020-01-29 21:20:05+00:00,215.3,211.8
2020-01-29 21:25:05+00:00,225.1,204.3
2020-01-29 21:30:05+00:00,221.6,203.6
2020-01-29 21:35:05+00:00,224.2,216.4
2020-01-29 21:40:05+00:00,222.2,213.4
2020-01-29 21:45:05+00:00,217.7,215.5
2020-01-29 21:50:05+00:00,211.0,229.4
2020-01-29 21:55:05+00:00,232.2,209.8
2020-01-29 22:00:05+00:00,228.9,242.5
2020-01-29 22:05:05+00:00,232.2,216.6
2020-01-29 22:10:05+00:00,225.6,225.9
2020-01-29 22:15:05+00:00,212.6,234.0
2020-01-29 22:20:05+00:00,248.2,237.5
2020-01-29 22:25:05+00:00,236.4,238.2
2020-01-29 22:30:05+00:00,266.3,234.0
2020-01-29 22:35:05+00:00,226.5,236.3
2020-01-29 22:40:05+00:00,228.4,230.8
2020-01-29 22:45:05+00:00,226.6,235.4
2020-01-29 22:50:05+00:00,222.7,239.3
2020-01-29 22:55:05+00:00,214.4,226.3
2020-01-29 23:00:05+00:00,208.7,231.9
2020-01-29 23:05:05+00:00,221.3,222.6
2020-01-29 23:10:05+00:00,200.5,225.7
2020-01-29 23:15:05+00:00,226.0,225.7
2020-01-29 23:20:05+00:00,204.5,217.3
2020-01-29 23:25:05+00:00,201.3,217.1
2020-01-29 23:30:05+00:00,211.5,226.7
2020-01-29 23:35:05+00:00,222.7,215.4
2020-01-29 23:40:05+00:00,236.9,213.9
2020-01-29 23:45:05+00:00,220.2,208.9
2020-01-29 23:50:05+00:00,235.0,208.6
2020-01-29 23:55:05+00:00,226.3,216.7
2020-01-29 01:45:05+00:00,,251.7
2020-01-29 02:00:05+00:00,,257.4
2020-01-29 14:50:10+00:00,,194.9
2020-01-29 16:15:18+00:00,,203.0
