Time,AUSTIN,BOULDER
2019-10-01 06:35:00+00:00,,
2019-10-01 06:40:00+00:00,,
2019-10-01 06:45:00+00:00,,
2019-10-01 06:50:00+00:00,,
2019-10-01 06:55:00+00:00,,
2019-10-01 07:00:00+00:00,,
2019-10-01 07:05:00+00:00,,
2019-10-01 07:10:00+00:00,,
2019-10-01 07:15:00+00:00,,
2019-10-01 07:20:00+00:00,,
2019-10-01 07:25:00+00:00,,
2019-10-01 07:30:00+00:00,,
2019-10-01 07:35:00+00:00,,
2019-10-01 07:40:00+00:00,,
2019-10-01 07:45:00+00:00,,
2019-10-01 07:50:00+00:00,,
2019-10-01 07:55:00+00:00,,
2019-10-01 08:00:00+00:00,,
2019-10-01 08:05:00+00:00,,
2019-10-01 08:10:00+00:00,,
2019-10-01 08:15:00+00:00,,
2019-10-01 08:20:00+00:00,,
2019-10-01 08:25:00+00:00,,
2019-10-01 08:30:00+00:00,,
2019-10-01 08:35:00+00:00,,
2019-10-01 08:40:00+00:00,,
2019-10-01 08:45:00+00:00,,
2019-10-01 08:50:00+00:00,,
2019-10-01 08:55:00+00:00,,
2019-10-01 09:00:00+00:00,,
2019-10-01 09:05:00+00:00,,
2019-10-01 09:10:00+00:00,,
2019-10-01 09:15:00+00:00,,
2019-10-01 09:20:00+00:00,,
2019-10-01 09:25:00+00:00,,
2019-10-01 09:35:00+00:00,,
2019-10-01 09:40:00+00:00,,
2019-10-01 09:45:00+00:00,,
2019-10-01 09:50:00+00:00,,
2019-10-01 09:55:00+00:00,,
2019-10-01 10:00:00+00:00,,
2019-10-01 10:05:00+00:00,,
2019-10-01 10:10:00+00:00,,
2019-10-01 10:15:00+00:00,,
2019-10-01 10:20:00+00:00,,
2019-10-01 10:25:00+00:00,,
2019-10-01 10:30:00+00:00,,
2019-10-01 10:35:00+00:00,,
2019-10-01 10:40:00+00:00,,
2019-10-01 10:45:00+00:00,,
2019-10-01 10:50:00+00:00,,
2019-10-01 10:55:00+00:00,,
2019-10-01 11:00:00+00:00,,
2019-10-01 11:05:00+00:00,,
2019-10-01 11:10:00+00:00,,
2019-10-01 11:15:00+00:00,,
2019-10-01 11:20:00+00:00,,
2019-10-01 11:25:00+00:00,,
2019-10-01 11:30:00+00:00,,
2019-10-01 11:35:00+00:00,,
2019-10-01 11:40:00+00:00,,
2019-10-01 11:45:00+00:00,,
2019-10-01 11:50:00+00:00,,
2019-10-01 11:55:00+00:00,,
2019-10-01 12:00:00+00:00,,
2019-10-01 12:05:00+00:00,,
2019-10-01 12:10:00+00:00,,
2019-10-01 12:15:00+00:00,,
2019-10-01 12:20:00+00:00,,
2019-10-01 12:25:00+00:00,,
2019-10-01 12:30:00+00:00,,
2019-10-01 12:35:00+00:00,,
2019-10-01 12:40:00+00:00,,
2019-10-01 12:45:00+00:00,,
2019-10-01 12:50:00+00:00,,
2019-10-01 12:55:00+00:00,,
2019-10-01 13:00:00+00:00,,
2019-10-01 13:05:00+00:00,,
2019-10-01 13:10:00+00:00,,
2019-10-01 13:15:00+00:00,,
2019-10-01 13:20:00+00:00,,
2019-10-01 13:25:00+00:00,,
2019-10-01 13:30:00+00:00,,
2019-10-01 13:35:00+00:00,,
2019-10-01 13:40:00+00:00,,
2019-10-01 13:45:00+00:00,,
2019-10-01 13:50:00+00:00,,
2019-10-01 13:55:00+00:00,,
2019-10-01 14:00:00+00:00,,
2019-10-01 14:05:00+00:00,,
2019-10-01 14:10:00+00:00,,
2019-10-01 14:15:00+00:00,,
2019-10-01 14:20:00+00:00,,
2019-10-01 14:25:00+00:00,,
2019-10-01 14:30:00+00:00,,
2019-10-01 14:35:00+00:00,,
2019-10-01 14:40:00+00:00,,
2019-10-01 14:45:00+00:00,,
2019-10-01 14:50:00+00:00,,
2019-10-01 14:55:00+00:00,,
2019-10-01 15:00:00+00:00,,
2019-10-01 15:05:00+00:00,,
2019-10-01 15:10:00+00:00,,
2019-10-01 15:15:00+00:00,,
2019-10-01 15:20:00+00:00,,
2019-10-01 15:25:00+00:00,,
2019-10-01 15:30:00+00:00,,
2019-10-01 15:35:00+00:00,,
2019-10-01 15:40:00+00:00,,
2019-10-01 15:45:00+00:00,,
2019-10-01 15:50:00+00:00,,
2019-10-01 15:55:00+00:00,,
2019-10-01 16:00:00+00:00,,
2019-10-01 16:05:00+00:00,,
2019-10-01 16:10:00+00:00,,
2019-10-01 16:15:00+00:00,,
2019-10-01 16:20:00+00:00,,
2019-10-01 16:25:00+00:00,,
2019-10-01 16:30:00+00:00,,
2019-10-01 16:35:00+00:00,,
2019-10-01 16:40:00+00:00,,
2019-10-01 16:45:00+00:00,,
2019-10-01 16:50:00+00:00,,
2019-10-01 16:55:00+00:00,,
2019-10-01 17:00:00+00:00,,
2019-10-01 17:05:00+00:00,,
2019-10-01 17:10:00+00:00,,
2019-10-01 17:15:00+00:00,,
2019-10-01 17:20:00+00:00,,
2019-10-01 17:25:00+00:00,,
2019-10-01 17:30:00+00:00,,
2019-10-01 17:35:00+00:00,,
2019-10-01 17:40:00+00:00,,
2019-10-01 17:45:00+00:00,,
2019-10-01 17:50:00+00:00,,
2019-10-01 17:55:00+00:00,,
2019-10-01 18:00:00+00:00,,
2019-10-01 18:05:00+00:00,,
2019-10-01 18:10:00+00:00,,
2019-10-01 18:15:00+00:00,,
2019-10-01 18:20:00+00:00,,
2019-10-01 18:25:00+00:00,,
2019-10-01 18:30:00+00:00,,
2019-10-01 18:35:00+00:00,,
2019-10-01 18:40:00+00:00,,
2019-10-01 18:45:00+00:00,,
2019-10-01 18:50:00+00:00,,
2019-10-01 18:55:00+00:00,,
2019-10-01 19:00:00+00:00,,
2019-10-01 19:05:00+00:00,,
2019-10-01 19:10:00+00:00,,
2019-10-01 19:15:00+00:00,,
2019-10-01 19:20:00+00:00,,
2019-10-01 19:25:00+00:00,,
2019-10-01 19:30:00+00:00,,
2019-10-01 19:35:00+00:00,,
2019-10-01 19:40:00+00:00,,
2019-10-01 19:45:00+00:00,,
2019-10-01 19:50:00+00:00,,
2019-10-01 19:55:00+00:00,,
2019-10-01 20:00:00+00:00,,
2019-10-01 20:05:00+00:00,,
2019-10-01 20:10:00+00:00,,
2019-10-01 20:15:00+00:00,,
2019-10-01 20:20:00+00:00,,
2019-10-01 20:25:00+00:00,,
2019-10-01 20:30:00+00:00,,
2019-10-01 20:35:00+00:00,,
2019-10-01 20:40:00+00:00,,
2019-10-01 20:45:00+00:00,,
2019-10-01 20:50:00+00:00,,
2019-10-01 20:55:00+00:00,,
2019-10-01 21:00:00+00:00,,
2019-10-01 21:05:00+00:00,,
2019-10-01 21:10:00+00:00,,
2019-10-01 21:15:00+00:00,,
2019-10-01 21:20:00+00:00,,
2019-10-01 21:25:00+00:00,,
2019-10-01 21:30:00+00:00,,
2019-10-01 21:35:00+00:00,,
2019-10-01 21:40:00+00:00,,
2019-10-01 21:45:00+00:00,,
2019-10-01 21:50:00+00:00,,
2019-10-01 21:55:00+00:00,,
2019-10-01 22:00:00+00:00,,
2019-10-01 22:05:00+00:00,,
2019-10-01 22:10:00+00:00,,
2019-10-01 22:15:00+00:00,,
2019-10-01 22:20:00+00:00,,
2019-10-01 22:25:00+00:00,,
2019-10-01 22:30:00+00:00,,
2019-10-01 22:35:00+00:00,,
2019-10-01 22:40:00+00:00,,
2019-10-01 22:45:00+00:00,,
2019-10-01 22:50:00+00:00,,
2019-10-01 22:55:00+00:00,,
2019-10-01 23:00:00+00:00,,
2019-10-01 23:05:00+00:00,,
2019-10-01 23:10:00+00:00,,
2019-10-01 23:15:00+00:00,,
2019-10-01 23:20:00+00:00,,
2019-10-01 23:25:00+00:00,,
2019-10-01 23:30:00+00:00,,
2019-10-01 23:35:00+00:00,,
2019-10-01 23:40:00+00:00,,
2019-10-01 23:45:00+00:00,,
2019-10-01 23:50:00+00:00,,
2019-10-01 23:55:00+00:00,,
2019-10-02 00:00:00+00:00,,
2019-10-01 00:00:05+00:00,110.0,110.0
2019-10-01 00:05:05+00:00,110.0,110.0
2019-10-01 00:10:05+00:00,110.0,110.0
2019-10-01 00:15:05+00:00,110.0,110.0
2019-10-01 00:20:05+00:00,110.0,111.7
2019-10-01 00:25:05+00:00,110.0,110.0
2019-10-01 00:30:05+00:00,110.0,110.0
2019-10-01 00:35:05+00:00,110.0,110.0
2019-10-01 00:40:05+00:00,110.0,110.0
2019-10-01 00:45:05+00:00,110.0,110.0
2019-10-01 00:50:05+00:00,110.0,110.0
2019-10-01 00:55:05+00:00,110.0,110.0
2019-10-01 01:00:05+00:00,110.0,110.0
2019-10-01 01:05:05+00:00,110.0,110.0
2019-10-01 01:10:05+00:00,110.0,110.0
2019-10-01 01:15:05+00:00,110.0,110.0
2019-10-01 01:20:05+00:00,110.0,110.0
2019-10-01 01:25:05+00:00,110.0,110.0
2019-10-01 01:30:05+00:00,110.0,110.0
2019-10-01 01:35:05+00:00,110.0,110.0
2019-10-01 01:40:05+00:00,110.0,110.0
2019-10-01 01:45:05+00:00,110.0,110.0
2019-10-01 01:50:05+00:00,110.0,110.0
2019-10-01 01:55:05+00:00,110.0,110.0
2019-10-01 02:00:05+00:00,110.0,110.0
2019-10-01 02:05:05+00:00,110.0,110.0
2019-10-01 02:10:05+00:00,110.0,110.0
2019-10-01 02:15:05+00:00,110.0,110.0
2019-10-01 02:20:05+00:00,110.0,110.0
2019-10-01 02:25:05+00:00,110.0,110.0
2019-10-01 02:30:05+00:00,110.0,
2019-10-01 02:35:05+00:00,110.0,110.0
2019-10-01 02:40:05+00:00,110.0,110.0
2019-10-01 02:45:05+00:00,110.0,110.0
2019-10-01 02:50:05+00:00,110.0,110.0
2019-10-01 02:55:05+00:00,110.0,110.0
2019-10-01 03:05:05+00:00,110.0,110.0
2019-10-01 03:10:05+00:00,110.0,110.0
2019-10-01 03:15:05+00:00,110.0,
2019-10-01 03:20:05+00:00,110.0,110.0
2019-10-01 03:25:05+00:00,110.0,110.0
2019-10-01 03:30:05+00:00,110.0,110.0
2019-10-01 03:35:05+00:00,110.0,110.0
2019-10-01 03:40:05+00:00,110.0,110.0
2019-10-01 03:45:05+00:00,110.0,110.0
2019-10-01 03:50:05+00:00,110.0,110.0
2019-10-01 03:55:05+00:00,110.0,110.0
2019-10-01 04:00:05+00:00,110.0,110.0
2019-10-01 04:05:05+00:00,110.0,110.0
2019-10-01 04:10:05+00:00,110.0,110.0
2019-10-01 04:15:05+00:00,110.0,110.0
2019-10-01 04:20:05+00:00,110.0,
2019-10-01 04:25:05+00:00,110.0,110.0
2019-10-01 04:30:05+00:00,110.0,110.0
2019-10-01 04:35:05+00:00,110.0,110.0
2019-10-01 04:40:05+00:00,110.0,110.0
2019-10-01 04:45:05+00:00,110.0,110.0
2019-10-01 04:50:05+00:00,110.0,110.0
2019-10-01 04:55:05+00:00,110.0,110.0
2019-10-01 05:00:05+00:00,110.0,110.0
2019-10-01 05:05:05+00:00,110.0,110.0
2019-10-01 05:10:05+00:00,110.0,110.0
2019-10-01 05:15:05+00:00,110.0,110.0
2019-10-01 05:20:05+00:00,110.0,110.0
2019-10-01 05:25:05+00:00,110.0,110.0
2019-10-01 05:30:05+00:00,110.0,110.0
2019-10-01 05:35:05+00:00,110.0,110.0
2019-10-01 05:40:05+00:00,110.0,110.0
2019-10-01 05:45:05+00:00,110.0,110.0
2019-10-01 05:50:05+00:00,110.0,110.0
2019-10-01 05:55:05+00:00,110.0,110.0
2019-10-01 06:00:05+00:00,110.0,110.0
2019-10-01 06:05:05+00:00,110.0,110.0
2019-10-01 06:10:05+00:00,110.0,110.0
2019-10-01 06:15:05+00:00,110.0,110.0
2019-10-01 06:20:05+00:00,110.0,110.0
2019-10-01 06:25:05+00:00,110.0,110.0
2019-10-01 06:30:05+00:00,110.0,110.0
2019-10-01 06:35:05+00:00,110.0,110.0
2019-10-01 06:40:05+00:00,110.0,110.0
2019-10-01 06:45:05+00:00,110.0,110.0
2019-10-01 06:50:05+00:00,110.0,110.0
2019-10-01 06:55:05+00:00,110.0,110.0
2019-10-01 07:00:05+00:00,110.0,110.0
2019-10-01 07:05:05+00:00,110.0,110.0
2019-10-01 07:15:05+00:00,110.0,110.0
2019-10-01 07:20:05+00:00,110.0,110.0
2019-10-01 07:25:05+00:00,110.0,110.0
2019-10-01 07:30:05+00:00,110.0,110.0
2019-10-01 07:35:05+00:00,110.0,110.0
2019-10-01 07:40:05+00:00,110.0,110.0
2019-10-01 07:45:05+00:00,110.0,110.0
2019-10-01 07:50:05+00:00,110.0,110.0
2019-10-01 07:55:05+00:00,110.0,110.0
2019-10-01 08:00:05+00:00,110.0,110.0
2019-10-01 08:05:05+00:00,110.0,110.0
2019-10-01 08:10:05+00:00,110.0,110.0
2019-10-01 08:15:05+00:00,110.0,110.0
2019-10-01 08:20:05+00:00,110.0,110.0
2019-10-01 08:25:05+00:00,110.0,110.0
2019-10-01 08:30:05+00:00,110.0,110.0
2019-10-01 08:35:05+00:00,110.0,110.0
2019-10-01 08:40:05+00:00,110.0,110.0
2019-10-01 08:45:05+00:00,110.0,110.0
2019-10-01 08:50:05+00:00,110.0,110.0
2019-10-01 08:55:05+00:00,110.0,110.0
2019-10-01 09:00:05+00:00,110.0,110.0
2019-10-01 09:05:05+00:00,110.0,110.0
2019-10-01 09:10:05+00:00,110.0,110.0
2019-10-01 09:15:05+00:00,110.0,110.0
2019-10-01 09:20:05+00:00,110.0,110.0
2019-10-01 09:25:05+00:00,110.0,110.0
2019-10-01 09:30:05+00:00,110.0,110.0
2019-10-01 09:35:05+00:00,110.0,110.0
2019-10-01 09:40:05+00:00,110.0,110.0
2019-10-01 09:45:05+00:00,110.0,110.0
2019-10-01 09:50:05+00:00,110.0,110.0
2019-10-01 09:55:05+00:00,110.0,110.0
2019-10-01 10:00:05+00:00,110.0,110.0
2019-10-01 10:05:05+00:00,110.0,110.0
2019-10-01 10:10:05+00:00,110.0,110.0
2019-10-01 10:15:05+00:00,110.0,110.0
2019-10-01 10:20:05+00:00,110.0,110.0
2019-10-01 10:25:05+00:00,110.0,110.0
2019-10-01 10:30:05+00:00,110.0,110.0
2019-10-01 10:35:05+00:00,110.0,110.0
2019-10-01 10:40:05+00:00,110.0,110.0
2019-10-01 10:45:05+00:00,110.0,110.0
2019-10-01 10:50:05+00:00,110.0,110.0
2019-10-01 10:55:05+00:00,110.0,110.0
2019-10-01 11:00:05+00:00,110.0,110.0
2019-10-01 11:05:05+00:00,110.0,110.0
2019-10-01 11:10:05+00:00,110.0,110.0
2019-10-01 11:15:05+00:00,110.0,110.0
2019-10-01 11:20:05+00:00,110.0,110.0
2019-10-01 11:25:05+00:00,110.0,110.0
2019-10-01 11:30:05+00:00,110.0,110.0
2019-10-01 11:35:05+00:00,110.0,110.0
2019-10-01 11:40:05+00:00,110.0,110.0
2019-10-01 11:45:05+00:00,110.0,110.0
2019-10-01 11:50:05+00:00,110.0,110.0
2019-10-01 11:55:05+00:00,110.0,110.0
2019-10-01 12:00:05+00:00,110.0,110.0
2019-10-01 12:05:05+00:00,110.0,110.0
2019-10-01 12:10:05+00:00,110.0,110.0
2019-10-01 12:15:05+00:00,110.0,110.0
2019-10-01 12:20:05+00:00,110.0,110.0
2019-10-01 12:25:05+00:00,110.0,110.0
2019-10-01 12:30:05+00:00,110.0,110.0
2019-10-01 12:35:05+00:00,110.0,110.0
2019-10-01 12:40:05+00:00,110.0,110.0
2019-10-01 12:45:05+00:00,110.0,110.0
2019-10-01 12:50:05+00:00,110.0,110.0
2019-10-01 12:55:05+00:00,110.0,110.0
2019-10-01 13:00:05+00:00,110.0,110.0
2019-10-01 13:05:05+00:00,110.0,110.0
2019-10-01 13:10:05+00:00,110.0,110.0
2019-10-01 13:15:05+00:00,110.4,110.0
2019-10-01 13:20:05+00:00,110.0,110.0
2019-10-01 13:25:05+00:00,107.3,110.0
2019-10-01 13:30:05+00:00,107.7,110.0
2019-10-01 13:35:05+00:00,109.3,110.0
2019-10-01 13:40:05+00:00,109.4,92.5
2019-10-01 13:45:05+00:00,100.8,97.7
2019-10-01 13:50:05+00:00,107.8,99.8
2019-10-01 13:55:05+00:00,107.9,95.0
2019-10-01 14:00:05+00:00,105.2,111.2
2019-10-01 14:05:05+00:00,104.5,98.0
2019-10-01 14:10:05+00:00,107.3,102.2
2019-10-01 14:15:05+00:00,103.8,99.8
2019-10-01 14:20:05+00:00,98.9,99.9
2019-10-01 14:25:05+00:00,99.1,98.1
2019-10-01 14:30:05+00:00,111.9,103.1
2019-10-01 14:35:05+00:00,111.9,100.1
2019-10-01 14:40:05+00:00,99.1,100.1
2019-10-01 14:45:05+00:00,104.4,99.0
2019-10-01 14:50:05+00:00,102.8,106.5
2019-10-01 14:55:05+00:00,103.9,98.5
2019-10-01 15:00:05+00:00,99.2,98.0
2019-10-01 15:05:05+00:00,100.4,98.0
2019-10-01 15:10:05+00:00,95.5,100.2
2019-10-01 15:15:05+00:00,98.1,100.2
2019-10-01 15:20:05+00:00,98.1,102.8
2019-10-01 15:25:05+00:00,90.5,103.1
2019-10-01 15:30:05+00:00,90.6,100.9
2019-10-01 15:35:05+00:00,95.7,103.1
2019-10-01 15:40:05+00:00,98.1,104.1
2019-10-01 15:45:05+00:00,99.9,101.0
2019-10-01 15:50:05+00:00,98.1,103.2
2019-10-01 15:55:05+00:00,105.9,103.4
2019-10-01 16:00:05+00:00,100.0,103.1
2019-10-01 16:05:05+00:00,100.0,104.4
2019-10-01 16:10:05+00:00,103.1,106.3
2019-10-01 16:15:05+00:00,100.0,105.3
2019-10-01 16:20:05+00:00,100.0,103.2
2019-10-01 16:25:05+00:00,95.2,105.3
2019-10-01 16:30:05+00:00,95.3,103.2
2019-10-01 16:35:05+00:00,99.9,105.3
2019-10-01 16:40:05+00:00,95.2,103.3
2019-10-01 16:45:05+00:00,102.6,107.6
2019-10-01 16:50:05+00:00,99.9,103.4
2019-10-01 16:55:05+00:00,99.9,105.5
2019-10-01 17:00:05+00:00,99.9,103.5
2019-10-01 17:05:05+00:00,99.0,105.5
2019-10-01 17:10:05+00:00,103.9,105.5
2019-10-01 17:15:05+00:00,94.9,105.5
2019-10-01 17:20:05+00:00,103.9,106.2
2019-10-01 17:25:05+00:00,95.7,106.2
2019-10-01 17:30:05+00:00,109.1,101.9
2019-10-01 17:35:05+00:00,95.2,105.7
2019-10-01 17:40:05+00:00,104.0,103.5
2019-10-01 17:45:05+00:00,103.7,105.5
2019-10-01 17:50:05+00:00,100.1,103.5
2019-10-01 17:55:05+00:00,99.9,103.5
2019-10-01 18:00:05+00:00,103.7,106.2
2019-10-01 18:05:05+00:00,98.7,105.5
2019-10-01 18:10:05+00:00,103.8,108.6
2019-10-01 18:15:05+00:00,90.9,103.4
2019-10-01 18:20:05+00:00,95.7,110.0
2019-10-01 18:25:05+00:00,99.7,105.9
2019-10-01 18:30:05+00:00,108.8,103.6
2019-10-01 18:35:05+00:00,104.3,103.5
2019-10-01 18:40:05+00:00,103.4,110.0
2019-10-01 18:45:05+00:00,104.3,102.8
2019-10-01 18:50:05+00:00,99.5,102.9
2019-10-01 18:55:05+00:00,104.3,110.0
2019-10-01 19:00:05+00:00,103.9,103.1
2019-10-01 19:05:05+00:00,100.4,110.0
2019-10-01 19:10:05+00:00,104.3,108.6
2019-10-01 19:15:05+00:00,104.4,108.2
2019-10-01 19:20:05+00:00,103.7,107.6
2019-10-01 19:25:05+00:00,100.1,109.4
2019-10-01 19:30:05+00:00,99.1,104.4
2019-10-01 19:35:05+00:00,94.5,112.9
2019-10-01 19:40:05+00:00,100.1,110.3
2019-10-01 19:45:05+00:00,100.0,110.0
2019-10-01 19:50:05+00:00,115.5,102.9
2019-10-01 19:55:05+00:00,110.5,109.8
2019-10-01 20:00:05+00:00,114.0,104.3
2019-10-01 20:05:05+00:00,109.0,104.3
2019-10-01 20:10:05+00:00,95.1,106.6
2019-10-01 20:15:05+00:00,98.7,100.2
2019-10-01 20:20:05+00:00,98.4,101.7
2019-10-01 20:25:05+00:00,103.8,104.7
2019-10-01 20:30:05+00:00,103.7,104.8
2019-10-01 20:35:05+00:00,95.2,106.5
2019-10-01 20:40:05+00:00,100.3,105.8
2019-10-01 20:45:05+00:00,98.5,102.5
2019-10-01 20:50:05+00:00,112.0,104.7
2019-10-01 20:55:05+00:00,108.4,104.7
2019-10-01 21:00:05+00:00,109.2,105.5
2019-10-01 21:05:05+00:00,109.7,105.2
2019-10-01 21:10:05+00:00,108.5,107.2
2019-10-01 21:15:05+00:00,108.4,105.7
2019-10-01 21:20:05+00:00,106.4,105.2
2019-10-01 21:25:05+00:00,99.0,105.6
2019-10-01 21:30:05+00:00,103.7,103.9
2019-10-01 21:35:05+00:00,106.9,103.8
2019-10-01 21:40:05+00:00,108.6,105.6
2019-10-01 21:45:05+00:00,102.8,105.3
2019-10-01 21:50:05+00:00,100.0,103.4
2019-10-01 21:55:05+00:00,103.4,102.4
2019-10-01 22:00:05+00:00,104.8,104.2
2019-10-01 22:05:05+00:00,104.8,104.0
2019-10-01 22:10:05+00:00,99.8,104.3
2019-10-01 22:15:05+00:00,104.8,101.5
2019-10-01 22:20:05+00:00,99.4,102.2
2019-10-01 22:25:05+00:00,100.4,104.0
2019-10-01 22:30:05+00:00,99.7,102.2
2019-10-01 22:35:05+00:00,104.7,103.7
2019-10-01 22:40:05+00:00,102.6,103.6
2019-10-01 22:45:05+00:00,107.9,105.1
2019-10-01 22:50:05+00:00,103.9,104.9
2019-10-01 22:55:05+00:00,105.5,108.1
2019-10-01 23:00:05+00:00,102.7,104.0
2019-10-01 23:05:05+00:00,107.0,106.1
2019-10-01 23:10:05+00:00,104.5,105.0
2019-10-01 23:15:05+00:00,102.9,112.0
2019-10-01 23:20:05+00:00,110.0,103.5
2019-10-01 23:25:05+00:00,90.7,112.1
2019-10-01 23:30:05+00:00,95.8,108.3
2019-10-01 23:35:05+00:00,96.1,109.4
2019-10-01 23:40:05+00:00,96.1,110.0
2019-10-01 23:45:05+00:00,96.3,114.4
2019-10-01 23:50:05+00:00,96.3,110.9
2019-10-01 23:55:05+00:00,110.0,111.7
2019-10-01 03:00:05+00:00,,110.0
2019-10-01 07:10:05+00:00,,110.0
